"event","match","map","casters","text","line_id","word"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:122 hours, 58 minutes, 12 secondsright now. Hell yeah.",7,"hell"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:122 hours, 58 minutes, 12 secondsright now. Hell yeah.",7,"yeah"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:242 hours, 58 minutes, 24 secondsLet's get it. Somebody flies home a champion. Somebody goes home destroyed.",8,"flies"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:242 hours, 58 minutes, 24 secondsLet's get it. Somebody flies home a champion. Somebody goes home destroyed.",8,"home"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:242 hours, 58 minutes, 24 secondsLet's get it. Somebody flies home a champion. Somebody goes home destroyed.",8,"champion"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:242 hours, 58 minutes, 24 secondsLet's get it. Somebody flies home a champion. Somebody goes home destroyed.",8,"home"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:242 hours, 58 minutes, 24 secondsLet's get it. Somebody flies home a champion. Somebody goes home destroyed.",8,"destroyed"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:332 hours, 58 minutes, 33 secondsEverybody woke up today thinking this was their chance. Only one team leaves with this trophy.",9,"woke"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:332 hours, 58 minutes, 33 secondsEverybody woke up today thinking this was their chance. Only one team leaves with this trophy.",9,"thinking"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:332 hours, 58 minutes, 33 secondsEverybody woke up today thinking this was their chance. Only one team leaves with this trophy.",9,"chance"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:332 hours, 58 minutes, 33 secondsEverybody woke up today thinking this was their chance. Only one team leaves with this trophy.",9,"team"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:332 hours, 58 minutes, 33 secondsEverybody woke up today thinking this was their chance. Only one team leaves with this trophy.",9,"leaves"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:332 hours, 58 minutes, 33 secondsEverybody woke up today thinking this was their chance. Only one team leaves with this trophy.",9,"trophy"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:402 hours, 58 minutes, 40 secondsFlamesy to kick it off off the teammates's flash. It's Techno down first and it's an A site that's going to get tested as 910 finds his slight",10,"flamesy"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:402 hours, 58 minutes, 40 secondsFlamesy to kick it off off the teammates's flash. It's Techno down first and it's an A site that's going to get tested as 910 finds his slight",10,"kick"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:402 hours, 58 minutes, 40 secondsFlamesy to kick it off off the teammates's flash. It's Techno down first and it's an A site that's going to get tested as 910 finds his slight",10,"teammates's"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:402 hours, 58 minutes, 40 secondsFlamesy to kick it off off the teammates's flash. It's Techno down first and it's an A site that's going to get tested as 910 finds his slight",10,"flash"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:402 hours, 58 minutes, 40 secondsFlamesy to kick it off off the teammates's flash. It's Techno down first and it's an A site that's going to get tested as 910 finds his slight",10,"techno"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:402 hours, 58 minutes, 40 secondsFlamesy to kick it off off the teammates's flash. It's Techno down first and it's an A site that's going to get tested as 910 finds his slight",10,"site"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:402 hours, 58 minutes, 40 secondsFlamesy to kick it off off the teammates's flash. It's Techno down first and it's an A site that's going to get tested as 910 finds his slight",10,"tested"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:402 hours, 58 minutes, 40 secondsFlamesy to kick it off off the teammates's flash. It's Techno down first and it's an A site that's going to get tested as 910 finds his slight",10,"910"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:402 hours, 58 minutes, 40 secondsFlamesy to kick it off off the teammates's flash. It's Techno down first and it's an A site that's going to get tested as 910 finds his slight",10,"slight"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:482 hours, 58 minutes, 48 secondsopening. Single man advantage. Vitality slows it down. We're still just getting them stuck outside of that ramp though. Blitz gets a little bit of damage in.",11,"single"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:482 hours, 58 minutes, 48 secondsopening. Single man advantage. Vitality slows it down. We're still just getting them stuck outside of that ramp though. Blitz gets a little bit of damage in.",11,"advantage"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:482 hours, 58 minutes, 48 secondsopening. Single man advantage. Vitality slows it down. We're still just getting them stuck outside of that ramp though. Blitz gets a little bit of damage in.",11,"vitality"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:482 hours, 58 minutes, 48 secondsopening. Single man advantage. Vitality slows it down. We're still just getting them stuck outside of that ramp though. Blitz gets a little bit of damage in.",11,"slows"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:482 hours, 58 minutes, 48 secondsopening. Single man advantage. Vitality slows it down. We're still just getting them stuck outside of that ramp though. Blitz gets a little bit of damage in.",11,"stuck"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:482 hours, 58 minutes, 48 secondsopening. Single man advantage. Vitality slows it down. We're still just getting them stuck outside of that ramp though. Blitz gets a little bit of damage in.",11,"ramp"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:482 hours, 58 minutes, 48 secondsopening. Single man advantage. Vitality slows it down. We're still just getting them stuck outside of that ramp though. Blitz gets a little bit of damage in.",11,"blitz"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:482 hours, 58 minutes, 48 secondsopening. Single man advantage. Vitality slows it down. We're still just getting them stuck outside of that ramp though. Blitz gets a little bit of damage in.",11,"bit"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:482 hours, 58 minutes, 48 secondsopening. Single man advantage. Vitality slows it down. We're still just getting them stuck outside of that ramp though. Blitz gets a little bit of damage in.",11,"damage"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:552 hours, 58 minutes, 55 secondsKill start to come back. Senzu is going to try to save this. They go 2v2.",12,"kill"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:552 hours, 58 minutes, 55 secondsKill start to come back. Senzu is going to try to save this. They go 2v2.",12,"start"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:552 hours, 58 minutes, 55 secondsKill start to come back. Senzu is going to try to save this. They go 2v2.",12,"senzu"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:552 hours, 58 minutes, 55 secondsKill start to come back. Senzu is going to try to save this. They go 2v2.",12,"save"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:58:552 hours, 58 minutes, 55 secondsKill start to come back. Senzu is going to try to save this. They go 2v2.",12,"2v2"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:002 hours, 59 minutesThey've evened it out for a second again. These slight mid round pauses,",13,"evened"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:002 hours, 59 minutesThey've evened it out for a second again. These slight mid round pauses,",13,"slight"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:002 hours, 59 minutesThey've evened it out for a second again. These slight mid round pauses,",13,"mid"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:002 hours, 59 minutesThey've evened it out for a second again. These slight mid round pauses,",13,"round"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:002 hours, 59 minutesThey've evened it out for a second again. These slight mid round pauses,",13,"pauses"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:032 hours, 59 minutes, 3 secondsbut that bomb is gone. What do you have in the clutch? 910 early on. Yeah, you got 910 in the oneon two. The guy who",14,"bomb"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:032 hours, 59 minutes, 3 secondsbut that bomb is gone. What do you have in the clutch? 910 early on. Yeah, you got 910 in the oneon two. The guy who",14,"clutch"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:032 hours, 59 minutes, 3 secondsbut that bomb is gone. What do you have in the clutch? 910 early on. Yeah, you got 910 in the oneon two. The guy who",14,"910"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:032 hours, 59 minutes, 3 secondsbut that bomb is gone. What do you have in the clutch? 910 early on. Yeah, you got 910 in the oneon two. The guy who",14,"yeah"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:032 hours, 59 minutes, 3 secondsbut that bomb is gone. What do you have in the clutch? 910 early on. Yeah, you got 910 in the oneon two. The guy who",14,"910"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:032 hours, 59 minutes, 3 secondsbut that bomb is gone. What do you have in the clutch? 910 early on. Yeah, you got 910 in the oneon two. The guy who",14,"oneon"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:032 hours, 59 minutes, 3 secondsbut that bomb is gone. What do you have in the clutch? 910 early on. Yeah, you got 910 in the oneon two. The guy who",14,"guy"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:102 hours, 59 minutes, 10 secondslogs on today is the least hours of anybody else on this map. The least trophies,",15,"logs"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:102 hours, 59 minutes, 10 secondslogs on today is the least hours of anybody else on this map. The least trophies,",15,"hours"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:102 hours, 59 minutes, 10 secondslogs on today is the least hours of anybody else on this map. The least trophies,",15,"map"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:102 hours, 59 minutes, 10 secondslogs on today is the least hours of anybody else on this map. The least trophies,",15,"trophies"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:162 hours, 59 minutes, 16 secondsthe least experience in this situation and one of the most amazing off runs for someone of his stature in this playoffs.",16,"experience"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:162 hours, 59 minutes, 16 secondsthe least experience in this situation and one of the most amazing off runs for someone of his stature in this playoffs.",16,"situation"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:162 hours, 59 minutes, 16 secondsthe least experience in this situation and one of the most amazing off runs for someone of his stature in this playoffs.",16,"amazing"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:162 hours, 59 minutes, 16 secondsthe least experience in this situation and one of the most amazing off runs for someone of his stature in this playoffs.",16,"runs"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:162 hours, 59 minutes, 16 secondsthe least experience in this situation and one of the most amazing off runs for someone of his stature in this playoffs.",16,"stature"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:162 hours, 59 minutes, 16 secondsthe least experience in this situation and one of the most amazing off runs for someone of his stature in this playoffs.",16,"playoffs"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:252 hours, 59 minutes, 25 secondsOo, they let him have that space. So bombs planted, Glocks up, no kit for the two players. Robs takes a look before",17,"oo"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:252 hours, 59 minutes, 25 secondsOo, they let him have that space. So bombs planted, Glocks up, no kit for the two players. Robs takes a look before",17,"space"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:252 hours, 59 minutes, 25 secondsOo, they let him have that space. So bombs planted, Glocks up, no kit for the two players. Robs takes a look before",17,"bombs"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:252 hours, 59 minutes, 25 secondsOo, they let him have that space. So bombs planted, Glocks up, no kit for the two players. Robs takes a look before",17,"planted"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:252 hours, 59 minutes, 25 secondsOo, they let him have that space. So bombs planted, Glocks up, no kit for the two players. Robs takes a look before",17,"glocks"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:252 hours, 59 minutes, 25 secondsOo, they let him have that space. So bombs planted, Glocks up, no kit for the two players. Robs takes a look before",17,"kit"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:252 hours, 59 minutes, 25 secondsOo, they let him have that space. So bombs planted, Glocks up, no kit for the two players. Robs takes a look before",17,"players"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:252 hours, 59 minutes, 25 secondsOo, they let him have that space. So bombs planted, Glocks up, no kit for the two players. Robs takes a look before",17,"robs"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:252 hours, 59 minutes, 25 secondsOo, they let him have that space. So bombs planted, Glocks up, no kit for the two players. Robs takes a look before",17,"takes"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:332 hours, 59 minutes, 33 secondsApex arrives. Robs wants into the action. Doesn't need his in-game leader to help him. Ross knows how to win. That is why he's here. That's why Vitality",18,"apex"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:332 hours, 59 minutes, 33 secondsApex arrives. Robs wants into the action. Doesn't need his in-game leader to help him. Ross knows how to win. That is why he's here. That's why Vitality",18,"arrives"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:332 hours, 59 minutes, 33 secondsApex arrives. Robs wants into the action. Doesn't need his in-game leader to help him. Ross knows how to win. That is why he's here. That's why Vitality",18,"robs"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:332 hours, 59 minutes, 33 secondsApex arrives. Robs wants into the action. Doesn't need his in-game leader to help him. Ross knows how to win. That is why he's here. That's why Vitality",18,"action"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:332 hours, 59 minutes, 33 secondsApex arrives. Robs wants into the action. Doesn't need his in-game leader to help him. Ross knows how to win. That is why he's here. That's why Vitality",18,"game"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:332 hours, 59 minutes, 33 secondsApex arrives. Robs wants into the action. Doesn't need his in-game leader to help him. Ross knows how to win. That is why he's here. That's why Vitality",18,"leader"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:332 hours, 59 minutes, 33 secondsApex arrives. Robs wants into the action. Doesn't need his in-game leader to help him. Ross knows how to win. That is why he's here. That's why Vitality",18,"ross"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:332 hours, 59 minutes, 33 secondsApex arrives. Robs wants into the action. Doesn't need his in-game leader to help him. Ross knows how to win. That is why he's here. That's why Vitality",18,"win"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:332 hours, 59 minutes, 33 secondsApex arrives. Robs wants into the action. Doesn't need his in-game leader to help him. Ross knows how to win. That is why he's here. That's why Vitality",18,"vitality"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:412 hours, 59 minutes, 41 secondshave made it. And so, first round goes the way of the favorites. Yeah, Rob's incredibly decorated and somebody who said, ""If we're going to lose a match,",19,"round"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:412 hours, 59 minutes, 41 secondshave made it. And so, first round goes the way of the favorites. Yeah, Rob's incredibly decorated and somebody who said, ""If we're going to lose a match,",19,"favorites"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:412 hours, 59 minutes, 41 secondshave made it. And so, first round goes the way of the favorites. Yeah, Rob's incredibly decorated and somebody who said, ""If we're going to lose a match,",19,"yeah"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:412 hours, 59 minutes, 41 secondshave made it. And so, first round goes the way of the favorites. Yeah, Rob's incredibly decorated and somebody who said, ""If we're going to lose a match,",19,"rob's"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:412 hours, 59 minutes, 41 secondshave made it. And so, first round goes the way of the favorites. Yeah, Rob's incredibly decorated and somebody who said, ""If we're going to lose a match,",19,"incredibly"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:412 hours, 59 minutes, 41 secondshave made it. And so, first round goes the way of the favorites. Yeah, Rob's incredibly decorated and somebody who said, ""If we're going to lose a match,",19,"decorated"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:412 hours, 59 minutes, 41 secondshave made it. And so, first round goes the way of the favorites. Yeah, Rob's incredibly decorated and somebody who said, ""If we're going to lose a match,",19,"lose"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:412 hours, 59 minutes, 41 secondshave made it. And so, first round goes the way of the favorites. Yeah, Rob's incredibly decorated and somebody who said, ""If we're going to lose a match,",19,"match"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:502 hours, 59 minutes, 50 secondsdon't let it be this one."" They got this far. The only player on the server that's been in every single CS2 major final, but also hasn't won one.",20,"player"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:502 hours, 59 minutes, 50 secondsdon't let it be this one."" They got this far. The only player on the server that's been in every single CS2 major final, but also hasn't won one.",20,"server"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:502 hours, 59 minutes, 50 secondsdon't let it be this one."" They got this far. The only player on the server that's been in every single CS2 major final, but also hasn't won one.",20,"single"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:502 hours, 59 minutes, 50 secondsdon't let it be this one."" They got this far. The only player on the server that's been in every single CS2 major final, but also hasn't won one.",20,"cs2"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:502 hours, 59 minutes, 50 secondsdon't let it be this one."" They got this far. The only player on the server that's been in every single CS2 major final, but also hasn't won one.",20,"major"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:502 hours, 59 minutes, 50 secondsdon't let it be this one."" They got this far. The only player on the server that's been in every single CS2 major final, but also hasn't won one.",20,"final"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","2:59:502 hours, 59 minutes, 50 secondsdon't let it be this one."" They got this far. The only player on the server that's been in every single CS2 major final, but also hasn't won one.",20,"won"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:063 hours, 6 secondsLook at the confidence on this though, right? And the last two we saw Spirit,",21,"3"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:063 hours, 6 secondsLook at the confidence on this though, right? And the last two we saw Spirit,",21,"hours"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:063 hours, 6 secondsLook at the confidence on this though, right? And the last two we saw Spirit,",21,"6"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:063 hours, 6 secondsLook at the confidence on this though, right? And the last two we saw Spirit,",21,"secondslook"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:063 hours, 6 secondsLook at the confidence on this though, right? And the last two we saw Spirit,",21,"confidence"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:063 hours, 6 secondsLook at the confidence on this though, right? And the last two we saw Spirit,",21,"spirit"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:113 hours, 11 secondswe saw Na'Vi. This is their best chance yet. But what we have to understand about the Mongols is they've been a top five team this entire season. They are",22,"3"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:113 hours, 11 secondswe saw Na'Vi. This is their best chance yet. But what we have to understand about the Mongols is they've been a top five team this entire season. They are",22,"hours"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:113 hours, 11 secondswe saw Na'Vi. This is their best chance yet. But what we have to understand about the Mongols is they've been a top five team this entire season. They are",22,"11"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:113 hours, 11 secondswe saw Na'Vi. This is their best chance yet. But what we have to understand about the Mongols is they've been a top five team this entire season. They are",22,"secondswe"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:113 hours, 11 secondswe saw Na'Vi. This is their best chance yet. But what we have to understand about the Mongols is they've been a top five team this entire season. They are",22,"na'vi"
"BLAST_Austin_Major_2025","Grand_Final",1,"Scrawny_Launders","3:00:113 hours, 11 secondswe saw Na'Vi. This is their best chance yet. But what we have to understand about the Mongols is they've been a top five team this entire season. They are",22,"chance"
